file_path,filename,file_extension,file_size_bytes,is_image,valid,class_folder,sha256
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00015.jpg,Onion00015.jpg,jpg,46869,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,b016bc724d646054421bad9546f0c7cf35967b143c28454e2c42b4484ecf31c1
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00016.jpg,Onion00016.jpg,jpg,69224,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,2648eabc38c94204f305cbe0164ac76464993656c7ba6fa4c0bd4dee8917a666
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00017.jpg,Onion00017.jpg,jpg,41688,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,33f67b511df2884e3b79afb4266823b4c4f6b605a32d016c9f9214a9d622a3af
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00018.jpg,Onion00018.jpg,jpg,137326,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,269ebd4e14180bd278e9533e645adb2055a6bc642fd099c9d8f6a08bff7c2d5a
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00019.jpg,Onion00019.jpg,jpg,36857,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,c46c4ad098b0ca9c28995e0af8dac5d520c5a6c004826b06549dc437df95d084
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00020.jpg,Onion00020.jpg,jpg,352800,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,0ea1ff2fb4d242047cce46b403f02ac0018cfcda81454ed96343b6df2067ffcf
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00021.jpg,Onion00021.jpg,jpg,45207,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ce62910deb76c8337f866038eb6a0f848161888cb74ad44c240d8ee5fc069b16
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00022.jpg,Onion00022.jpg,jpg,71393,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,2a86a8930dec6ad42fb36ec740bf566170cd939c8d56f509dcf68f40eda9c671
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00023.jpg,Onion00023.jpg,jpg,64447,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,d3ec621914b7aedf78ad9df2de108fd6e94aafc78b0ec5b081bac128b6e1a723
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00024.jpg,Onion00024.jpg,jpg,38405,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,7ffb6a54ec1fe5f271f1227a71dbbb336d15049d7e781c6aabcc2c4303bea74a
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00025.jpg,Onion00025.jpg,jpg,68819,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,eea0780fe8ed25a2c022c323807489d419757650841719722af2096110c99da1
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00026.jpg,Onion00026.jpg,jpg,33870,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,aee70d84bcabc823e0e630f862436761fcf508e797cd8df4f9fc3b0951c947a5
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00027.jpg,Onion00027.jpg,jpg,147104,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,5007948b74d2feef0ebc98f3143f5ff7579041bdf4c547d6167bb89b71c72ef7
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00028.jpg,Onion00028.jpg,jpg,355610,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,d0d7b0004e7d9b5e1e7174eb169a14a0d7a39c241cf2f72351d23cb8eb0a155e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00029.jpg,Onion00029.jpg,jpg,62980,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,704b7106e62c85d83e7d1c5771fc2e2cd66f574380406d96cdf89adc57934e51
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00030.jpg,Onion00030.jpg,jpg,157946,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,bae79865122daec1fff6cdc2367ebd0bc6a21265d19bfba3b486bd7165ceca92
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00031.jpg,Onion00031.jpg,jpg,85013,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ca953c80b6dc4bee9fa8caa891408653db8b8d6e5f49f503552730250c8a49d9
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00032.jpg,Onion00032.jpg,jpg,64712,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,de9adff8364efafe31c38b19bd6e550749ed4fd2d2a60c87a701db426de468d9
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00033.jpg,Onion00033.jpg,jpg,59633,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,8b9b0e3dcbdb11ba247dde00dcaec91f8e1662c82f11c86f140396b95616da65
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00034.jpg,Onion00034.jpg,jpg,26163,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,4d26b7a24429d9de0e8264d63c69f13c74bba2bc248c2a163e1917a18264edc7
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00035.jpg,Onion00035.jpg,jpg,118646,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,369d5c2e6cb8a8ac34d8d2a15b61b8786586b39665d7de80b7b8b309bc4c52c7
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00036.jpg,Onion00036.jpg,jpg,194665,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,8523eeece8167ec692c7cc95c3bcbaff5f39c847103c9c62d07a5b4b934e14e1
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00037.jpg,Onion00037.jpg,jpg,46782,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ce487e0dec0d5d2f03ec8f45a2650b3389a2422573e8c3dfc2b9fba09e708d52
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00038.jpg,Onion00038.jpg,jpg,175341,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,3281f8000e1cf64194fea1df9d7a3545f8979bfaa075b6dde9244de64f6f10ee
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00039.jpg,Onion00039.jpg,jpg,61695,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ba9b18b9bdd5bd82ad7ea442506ac6edfb90ae538d5765d2d1b27207d0542221
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00040.jpg,Onion00040.jpg,jpg,279749,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,57118eee0767e050d724da9cf5b1d3cd5d7c4c0e0b0fde3a0906a9584a31cd4e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00041.jpg,Onion00041.jpg,jpg,39212,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,428a8b57436c5f5894bffee66cd3dc7037bd748251d9e2c4679cd21bab543d0e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00042.jpg,Onion00042.jpg,jpg,140718,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,4c16b6c05fb0c1dcfe855100df1202c9b4e44b91559ad9d92d121ada4d850478
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00043.jpg,Onion00043.jpg,jpg,75253,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,f99b09fd16ad1fdc3bb9d901b092745f3227d6afd02c2fe210eb411b3c3e8538
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00044.jpg,Onion00044.jpg,jpg,107813,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,5ed77224e4c37b90b8c03a901bbf271e36a1635677d9d1698fc3fee051aaad02
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00045.jpg,Onion00045.jpg,jpg,27169,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,0137f5892dc2d983145fa4001f73655a526c175f3ee9d9e5cbcb56b39a2b5b45
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00046.jpg,Onion00046.jpg,jpg,150147,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,25ee58b7bbad22a0aad502fed3d9609d01a99f3678c0bd717f6345536eec853e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00047.jpg,Onion00047.jpg,jpg,117082,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,81155fa60fd72928defbeb4ff725456073da62eda8cc89ca8810a39780fdb393
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00048.jpg,Onion00048.jpg,jpg,121537,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,5052cea5c534fed353d1818d4ab9ae45df7b701a16b5f551dd94d9f1aee95fa4
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00049.jpg,Onion00049.jpg,jpg,48575,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,c115fbf99a37cc2151dfc319220291aeda676f17777d91fd64bace78146c71e0
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00050.jpg,Onion00050.jpg,jpg,81570,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,20db3e4a9a47e76b990ff06f5f3957817f4355ab7c03781c39ab060b0cbf6eea
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00051.jpg,Onion00051.jpg,jpg,110927,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,b51953dac5c83afdb4894452b4a81927fc01e0e87ba49e52a0f71427cb65fa96
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00052.jpg,Onion00052.jpg,jpg,240628,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,dc98cb2ce337bf8119dea5e086cc48164f449e23ee80a641fd267ed61237584a
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00053.jpg,Onion00053.jpg,jpg,48929,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,83550f08f20e921cec432a45c89360cbb1dd30bc168760969b835cab2b88be44
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00054.jpg,Onion00054.jpg,jpg,148369,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,9073ca066aa24b2e3a5a5636dca20f01038db47f2c952a591dfcc47a0ac58698
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00055.jpg,Onion00055.jpg,jpg,32512,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,cc79ff4ca47c31d44388f99fb6dc642cd86392643e1e027d059e5aaaaeebf502
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00056.jpg,Onion00056.jpg,jpg,105803,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,c17f185e4a703731381a804f8555cb3601b91d02b14d516090bbe6baf8cdc8d2
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00057.jpg,Onion00057.jpg,jpg,37775,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,b614b72bdf94be57a3707659bc347ddd05ba7af66abacee656e5c5efe87814f6
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00058.jpg,Onion00058.jpg,jpg,59643,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ff0bd41b0350a8cfbfe6f9b5e682874333a52b01fc0da3e4befe0ac593442111
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00059.jpg,Onion00059.jpg,jpg,62039,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,53ae6b6e83f31382ed9b4370caf7c111810b8ab469a3f3d1b342192bb0a499fa
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00060.jpg,Onion00060.jpg,jpg,23581,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,546f8d4ad01fdff849c3198001ff1320f318effd2a502e97075810586fdd4cd7
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00061.jpg,Onion00061.jpg,jpg,70623,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,2cd95036c10faf824b808cdaf32459075614b88f759d74d69afe2166e77df74e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00062.jpg,Onion00062.jpg,jpg,147624,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a070814018ce085f3eacc873680a3c5051aa8ce55cb9d3af39789c8fde024ae8
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00063.jpg,Onion00063.jpg,jpg,39256,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,e94a26ca322c55629d71720b48ac0698d7cd6c3fab10b32b7f91d1324ef98b21
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00064.jpg,Onion00064.jpg,jpg,155781,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,7f2a36f74cd26798578bbb1bec6d05cbb751ed03ea97772f5787793371ced517
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00065.jpg,Onion00065.jpg,jpg,66577,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,09d94b74187a66d46b0362a79657350db590e530ab77ad3741e18f61c40d1843
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00066.jpg,Onion00066.jpg,jpg,97147,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,9b0c21462100d1f36a9ca70c3b647a9d09d479e0dfcd9d30938cba302647a75b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00067.jpg,Onion00067.jpg,jpg,155870,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,11c1f9395d904b670cf4c6a89875fb55b25cba445dbf7fa4667786c65e34f1ba
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00068.jpg,Onion00068.jpg,jpg,64194,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,3fa6500a856eaa108c323bc82fedd6f9f7aa2e9588fc1f6398457b164411dacb
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00069.jpg,Onion00069.jpg,jpg,37454,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,425575949f06d15c29fbc7b88c509417f6e5580599bfbc9ae74ecb1ebe8bc9f5
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00070.jpg,Onion00070.jpg,jpg,114632,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,cfa0220c60ffca515a1121c0969ea3916429e70f2b5db223340df511fd387bfa
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00071.jpg,Onion00071.jpg,jpg,36527,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,6b7091ca93c7bbbe49ed176484756fe6b89b86ff66ad94e6950b5622b12e620e
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00072.jpg,Onion00072.jpg,jpg,67774,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a626f201d311b7c8eef8a4f65775f6fb38566404a20cc51dc7d8a15c26b6a6d0
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00073.jpg,Onion00073.jpg,jpg,123142,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,60b0fa5b0984faf830d8a7a1ea3383fcafef1f1c9ddbcfc9d5129bf8c9566839
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00074.jpg,Onion00074.jpg,jpg,122813,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,1ea12d97f2b2325ed25c6bf6ec6873d019254727216529f1b7ee0c6d9c6c0c30
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00075.jpg,Onion00075.jpg,jpg,48201,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,906c2568cd1f9aedcd249dda479bb93d02ea52557dfceaaf3f765e9f88c71dda
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00076.jpg,Onion00076.jpg,jpg,70534,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a1400af69ed9cd6b6e7f1ff25d73a9817f0967ea61ce137508b72722b674dbb7
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00077.jpg,Onion00077.jpg,jpg,48232,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,64d63af3857defebd4b98e681827beffef2c53167bf104d41f5e1f3b51032dd8
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00078.jpg,Onion00078.jpg,jpg,145008,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a9ffe92d6bddc44de740d24adb72a0001ff343daadf99b740a3b0c74fd9ea353
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00079.jpg,Onion00079.jpg,jpg,71794,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,2edd52feeb477097b6e892ed0e989b4c449847e6a61438bdb5ba8c46f4c5b142
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00080.jpg,Onion00080.jpg,jpg,122333,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,6e02ef2495ad2c0abb80ecbd128ed369f8e5bc09eb7f5790a2d5458acef6a4f0
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00081.jpg,Onion00081.jpg,jpg,83057,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,8a57f7f033114c6818e7868b41ccc6cd5af357698aa1025b9cf27acd79398a01
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00082.jpg,Onion00082.jpg,jpg,83274,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a790be90be943db5a8d36afc18001cce60f21770d79ecd08f0a2ea2aea44c151
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00083.jpg,Onion00083.jpg,jpg,33787,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ca6ac9e0a8cc42df3728c40ce11d1807f9090d67b3cb49d6ec8208a8a2b348df
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00084.jpg,Onion00084.jpg,jpg,272943,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ecac452f3a09cf64127631f2f852439f9d6761bd556d0e12b5a03b7ced46f3ab
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00085.jpg,Onion00085.jpg,jpg,67066,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,059f864ea8a2d6496b920d28c464b852673e29273629cf58398348d6f00b2471
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00086.jpg,Onion00086.jpg,jpg,73921,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,5056d6709a9d7a684fe04d9ed8b4c7b119769b3f1f966d593b711e10136b4d78
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00087.jpg,Onion00087.jpg,jpg,109903,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,c7a79cfc70996e51e46f0744352b8b874ee3c848627918cb8c0a19b4cdc5897b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00088.jpg,Onion00088.jpg,jpg,83962,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,6c736920ed4e80ca97cd2d49935836631ee2c25f454cf4cab014282edd276b81
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00089.jpg,Onion00089.jpg,jpg,41184,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,5cf491ded66f595839ae0ec9985e2051d40e3b0767fa0b35defbca67f91e16f2
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00090.jpg,Onion00090.jpg,jpg,84754,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,e3aff7182134c79d4e5797c18d37f3700fc74e503e7c42e97358b6d35afe471b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00091.jpg,Onion00091.jpg,jpg,95088,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,eaa98d5f08cd939fabf343d9f0441aa11f987dd578b48f807df6238f2165c841
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00092.jpg,Onion00092.jpg,jpg,54861,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,3f9738f9f79e979bdfbd2c2b3be6690fd0262c85bd4b9cdec141fe7f27413748
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00093.jpg,Onion00093.jpg,jpg,54759,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,131e5bddd1ea23ab23fb42869a60ef943ef1ad2e2439ba585a877695bec91576
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00094.jpg,Onion00094.jpg,jpg,42787,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,214df4903db1ea9a9b3e42fcc290e99c7a2a4266e479f730770e683509096542
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00095.jpg,Onion00095.jpg,jpg,31292,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,c9f93a8a8c58a8d7651d4a60b8933fae1cabdab0e30d2c3720614645f8697665
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00096.jpg,Onion00096.jpg,jpg,366640,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,67958223e7e20993d5772fc527425e48951c0f7c690e8e4f57bd14e50b637420
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00097.jpg,Onion00097.jpg,jpg,52190,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,798922e3215cca3741a3b6e67b7883d49f492e2c75d90e8515ae0521539c539b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00098.jpg,Onion00098.jpg,jpg,46457,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,8430fc554f81177ce58c5418b8dda8e76d0b522f2c867c7ff433f43c5a855cb6
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00099.jpg,Onion00099.jpg,jpg,88443,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,0d6ffbc56e8fc9235a39264c460ea54e11ff7a9fc8ee910c3cb6520e5b68e643
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00100.jpg,Onion00100.jpg,jpg,45202,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,9f558c72da7e8505a8f929e0bd872fa42f55a19fb33e32734672c22880d16aaf
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00101.jpg,Onion00101.jpg,jpg,158352,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a43096c89188a7eba92e6d8a258c06e7acb9978c712c3239e97c635566ff3c24
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00102.jpg,Onion00102.jpg,jpg,56067,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,1ba7b6cabf44792dca7ce83a031d2655370632bf083f02f507af59125d1c055b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00103.jpg,Onion00103.jpg,jpg,50737,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,ce0e16206e9c96e2587d9ac84fe9a5b8b94089264fd96f6a55c87f9cce29d81b
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00104.jpg,Onion00104.jpg,jpg,281004,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,43ac3804890a58ec1ce8ce2fd91387b99e3adde4f79d328be89a7ddc1c2aac6d
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00105.jpg,Onion00105.jpg,jpg,70287,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,a336ebff509536dc06b965683e84bfc624c556977316d84f07aea2408263a1ff
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00106.jpg,Onion00106.jpg,jpg,100824,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,dc94e2769a54aab453141206e0e2106437eb0da63340d4ee976823529c5066c8
New Onion - Copy/1. Leaves/1. Healthy/1. Single/Onion00107.jpg,Onion00107.jpg,jpg,48319,True,True,New Onion - Copy/1. Leaves/1. Healthy/1. Single,aac2857ab269948e71700f7b1e15942db554b8d8a8cfca397c36f3e0b03b645d
